date,open,high,low,close,volume,sma_20,sma_50,rsi
2025-07-03,108849.59,110529.18,108530.4,109584.78,13047.08225,105897.47450000001,106250.1396,63.347033881084315
2025-07-04,109584.77,109767.59,107245.0,107984.24,11793.86615,106025.95449999999,106334.5502,62.53397445944435
2025-07-05,107984.25,108420.56,107756.31,108198.12,3736.9757,106156.15999999999,106429.23460000001,67.14066313256167
2025-07-06,108198.12,109700.0,107800.01,109203.84,6447.607,106276.62550000001,106550.7784,73.4360770139599
2025-07-07,109203.85,109700.0,107513.2,108262.94,9405.37601,106462.21399999999,106586.95199999999,60.34948563691349
2025-07-08,108262.94,109216.56,107429.57,108922.98,9216.0208,106664.024,106653.9368,60.09843914011897
2025-07-09,108922.99,111999.79,108324.53,111233.99,17282.2865,106992.794,106741.6168,62.87936878221574
2025-07-10,111234.0,116868.0,110500.0,116010.0,24883.450665,107628.39450000001,106868.937,73.24140654651394
2025-07-11,116010.01,118869.98,115222.22,117527.66,25873.521148,108398.777,106985.56600000002,75.05451951346748
2025-07-12,117527.66,118200.0,116900.05,117420.0,8446.60437,109221.5835,107187.6,74.36628044398043
2025-07-13,117420.0,119488.0,117224.79,119086.64,9550.792947,109909.219,107414.09460000001,75.09346574684433
2025-07-14,119086.65,123218.0,118905.18,119841.18,27269.348877,110597.128,107630.83439999999,80.33579307576136
2025-07-15,119841.17,119940.83,115736.92,117758.09,32018.46083,111118.00349999999,107797.3004,78.03204351820433
2025-07-16,117758.08,120063.84,117017.29,118630.43,17039.90851,111702.17199999999,107991.1456,75.41107631457388
2025-07-17,118630.44,120998.71,117453.57,119177.56,15728.57651,112308.67050000001,108219.0612,75.16844062808941
2025-07-18,119177.56,120820.71,116812.76,117924.84,19924.66266,112840.073,108465.76299999999,76.56587565355058
2025-07-19,117924.84,118499.9,117277.34,117840.0,6635.80306,113314.22649999999,108742.85339999999,75.94651324252033
2025-07-20,117840.01,118856.8,116467.02,117265.12,12962.92889,113820.1575,108996.31820000001,72.20804365529332
2025-07-21,117265.11,119676.73,116515.0,117380.36,17107.33128,114405.11850000001,109231.0668,76.31472309770373
2025-07-22,117380.36,120247.8,116128.0,119954.42,20959.12973,114960.35949999999,109512.99540000001,78.67123197950703
2025-07-23,119954.43,120090.0,117301.0,118755.99,14558.75083,115418.92,109780.57740000001,70.75007006803773
2025-07-24,118756.0,119450.0,117103.1,118340.99,15806.89043,115936.75749999999,110053.46,58.46756411364822
2025-07-25,118340.98,118451.57,114723.16,117614.31,38406.34873,116407.567,110375.5726,50.3339564103058
2025-07-26,117614.31,118297.35,117138.38,117919.99,6991.67206,116843.3745,110648.20360000001,51.89803261188938
2025-07-27,117919.99,119766.65,117825.5,119415.55,9328.30919,117401.005,110925.4716,51.265019972785026
2025-07-28,119415.56,119800.0,117427.5,118062.32,13961.74754,117857.972,111172.03799999999,43.4595349028744
2025-07-29,118062.32,119273.36,116950.75,117950.76,15137.93445,118193.81049999999,111325.79280000001,50.82852068614086
2025-07-30,117950.75,118792.0,115796.23,117840.3,15586.73631,118285.32549999999,111477.11099999999,46.36403211273885
2025-07-31,117840.29,118922.45,115500.0,115764.08,17010.0073,118197.14649999999,111619.4902,36.22992667751017
2025-08-01,115764.07,116052.0,112722.58,113297.93,24487.10206,117991.04299999999,111772.0142,32.999289388072754
2025-08-02,113297.92,114063.49,112003.0,112546.35,11507.33428,117664.02850000001,111901.60940000002,31.457968031619544
2025-08-03,112546.35,114799.97,111920.0,114208.8,7397.76046,117382.4095,112077.4926,40.052531196500546
2025-08-04,114208.81,115720.0,114107.6,115055.03,9667.67916,117247.25649999999,112266.71299999999,42.77546729102625
2025-08-05,115055.03,115127.81,112650.0,114129.75,12042.79078,117022.22249999999,112413.41739999998,29.837772274725836
